numero_de_publication;date_de_publication;type_de_publication;type_de_demande;numero_de_depot;date_de_depot;priorite_s;cib;cpc;titre
FR3088100;2020-05-08;A1;Demande française;FR1905677;2019-05-28;FR1905677 (20190528);F16L  55/00,H02G   3/02,H02G  15/00;F16L   7/00,F16L  57/00;SYSTEME COMPORTANT UN TUYAU ET UN DISPOSITIF ANTI-ECOULEMENT QUI FAIT OBSTACLE A L’ECOULEMENT D’UN FLUIDE LE LONG DU TUYAU
FR3089282;2020-06-05;A1;Demande française;FR1872120;2018-11-30;FR1872120 (20181130);F25J   1/00,B01D   5/00;F17C   9/02,F17C2201/052,F17C2221/033,F17C2223/0161,F17C2223/033,F17C2223/043,F17C2223/047,F17C2225/0123,F17C2225/035,F17C2225/044,F17C2225/047,F17C2227/0135,F17C2227/0178,F17C2227/0306,F17C2227/0311,F17C2227/0318,F17C2227/0323,F17C2227/0339,F17C2227/036,F17C2227/0388,F17C2227/0393,F17C2250/0626,F17C2250/0631,F17C2260/035,F17C2265/022,F17C2265/034,F17C2265/036,F17C2265/037,F17C2265/038,F17C2265/05,F17C2265/066,F17C2265/07,F17C2270/0105,F17C2270/0113,F17C2270/0123,F17C2270/0136;SYSTEME DE TRAITEMENT DE GAZ D’UN TERMINAL DE RECEPTION EQUIPE D’UNE UNITE DE REGAZEIFICATION ET PROCEDE DE TRAITEMENT DE GAZ CORRESPONDANT
FR3093650;2020-09-18;A1;Demande française;FR1902433;2019-03-11;FR1902433 (20190311);B01D  11/00,A23L  27/10,A61K   8/9783,A61K  36/53;B01D  11/0284,B01D  11/0288;Nouveau solvant d’extraction, de solubilisation et/ou de formulation de composés volatiles et non-volatiles d’intérêt en alimentation et santé animale, procédé de préparation et utilisations associées
FR3096003;2020-11-20;A1;Demande française;FR1905147;2019-05-16;FR1905147 (20190516);B60R  13/04;B60R  13/005;Pièce de carrosserie comprenant des micro-trous
FR3091932;2020-07-24;A1;Demande française;FR1900532;2019-01-22;FR1900532 (20190122);G02B   6/12,G02B   6/26,G02B   6/43;G02B   6/428,G02B   6/4287,G02B   6/4296,G02B   6/12002,G02B   6/12004,G02B   6/1228,G02B   6/3652,G02B2006/12121,G02B2006/12147,G02B   6/12004,G02B   6/13,G02B   6/43,G02B2006/12061;Système photonique et son procédé de fabrication
FR3092172;2020-07-31;A1;Demande française;FR1900880;2019-01-30;FR1900880 (20190130);G01N  33/566,G01N  21/64,G01N  33/542;G01N  33/542,G01N  33/566,G01N2333/4719,G01N2333/726,G01N2500/02;Méthode pour mesurer la modulation de l’activation d’un récepteur couplé à une protéine G avec des analogues du GTP
FR3087619;2020-05-01;A1;Demande française;FR1860087;2018-10-31;FR1860087 (20181031);A01D  46/26;A01D  46/26;DISPOSITIF DE SECOUAGE AGRICOLE A GALETS
FR3088181;2020-05-15;A1;Demande française;FR1860268;2018-11-08;FR1860268 (20181108);A47B  13/00,A47B  11/00;A47B   3/0815;PIECE D’ARTICULATION POUR TABLE
FR3088472;2020-05-15;A1;Demande française;FR1860446;2018-11-13;FR1860446 (20181113);G08G   5/02,G01C  23/00;H04L  12/40006,H04L  12/40169,H04L  12/4625,H04L2012/4028;PROCEDE D'ECHANGE DE DONNEES DANS UN AERONEF ET UNITE DE CONTROLE
FR3088661;2020-05-22;A1;Demande française;FR1871574;2018-11-16;FR1871574 (20181116);E04F  11/18;E04F  11/181,E04F  11/1853,E04F2011/1823;PINCE PONCTUELLE DESTINEE A FIXER UN PANNEAU DE VERRE
FR3087346;2020-04-24;A1;Demande française;FR1871244;2018-10-22;FR1871244 (20181022);A63B  21/008;A63B  21/00069,A63B  21/00076,A63B  21/0084,A63B  21/015,A63B  22/0605,A63B2208/03,A63B2225/09,A63B2225/60;DISPOSITIF DE PEDALAGE POUR UN VELO AQUATIQUE
FR3090459;2020-06-26;A1;Demande française;FR1874068;2018-12-21;FR1874068 (20181221);B29C  64/357,B22F   3/105,B29C  64/153,B33Y  30/00,C04B  35/64;B33Y  10/00,B33Y  30/00,B33Y  40/00,B29C  64/153,B29C  64/255,B29C  64/357,B22F  10/20,B22F  10/70,B22F  12/00,Y02P  10/25;Machine améliorée de fabrication additive d’une pièce et procédé associé
FR3091914;2020-07-24;A1;Demande française;FR1900444;2019-01-18;FR1900444 (20190118);F16F   9/36,B60G  15/07;F16F   9/19,F16F   9/3221,F16F   9/3235,F16F   9/367;Amortisseur de véhicule automobile
FR3093666;2020-09-18;A1;Demande française;FR1902658;2019-03-15;FR1902658 (20190315);B29C  64/357,B29C  64/153,B33Y  10/00,B33Y  70/00,C08G  65/40;B29C  64/153,B29C  64/357,B33Y  10/00,B33Y  40/00,B33Y  70/00;Procédé de fabrication par frittage d'une poudre à base de poly-aryl-éther-cétone(s) en partie recyclée
FR3094206;2020-10-02;A1;Demande française;FR1903140;2019-03-26;FR1903140 (20190326);A61J   1/03,B65D  83/04;B65D  83/0409;Boîtier distributeur unitaire de gélules molles ou de comprimés.
FR3093796;2020-09-18;A1;Demande française;FR1902557;2019-03-13;FR1902557 (20190313);G01C  21/32,G06Q  50/30;G01C  21/32,G09B  29/004;MISE À JOUR DE DONNÉES DE CARTOGRAPHIE DE ZONES GÉOGRAPHIQUES ÉLÉMENTAIRES OÙ CIRCULE HABITUELLEMENT UN VÉHICULE, ET AIDE À LA NAVIGATION ASSOCIÉE
FR3094302;2020-10-02;A1;Demande française;FR1903090;2019-03-25;FR1903090 (20190325);B60R  16/02;B60R  16/0222;Dispositif de traversée étanche d'une gaine de câble au travers d’une ouverture d’un tablier de véhicule automobile
FR3092306;2020-08-07;A1;Demande française;FR1901037;2019-02-04;FR1901037 (20190204);B61D  27/00;B61D  27/0018;Dispositif de diffusion pour véhicule, notamment pour véhicule ferroviaire
FR3090867;2020-06-26;A1;Demande française;FR1873664;2018-12-20;FR1873664 (20181220);G01K   7/22,F21S  41/141;H05B  45/10,H05B  45/50,H05B  47/17;GESTION D’INFORMATIONS DANS UN MODULE LUMINEUX POUR VÉHICULE AUTOMOBILE COMPRENANT DES SOURCES LUMINEUSES À ÉLÉMENT SEMI-CONDUCTEUR
FR3093172;2020-08-28;A1;Demande française;FR1901869;2019-02-25;FR1901869 (20190225);F28F   1/04,B23K 101/14,F25J   5/00,F28F   9/013;B01D   3/32,F25J   3/04412,F25J   3/04896,F25J2290/20,F25J2290/44,F28D  21/0015,F28F  21/08;Appareil d’échange de chaleur et de matière
FR3093227;2020-08-28;A1;Demande française;FR1901761;2019-02-21;FR1901761 (20190221);H01H  33/666;H01H  33/66,H01H  33/662,H01H  33/666,H01H   3/001,H01H  71/501,H01H  33/42,H01H  33/664,H01H2235/01;Dispositif de commande de contacts d’une ampoule à vide pour appareil de connexion électrique
FR3093373;2020-09-04;A1;Demande française;FR1902076;2019-02-28;FR1902076 (20190228);G08G   1/14,G09F   9/00;G08G   1/142,G08G   1/146;Borne de jalonnement dynamique
FR3093420;2020-09-11;A1;Demande française;FR1902202;2019-03-04;FR1902202 (20190304);A61B   5/103,G06T   7/40;A61B   1/00009,A61B   1/00188,A61B   1/042,A61B   1/0669,A61B   1/07,A61B   1/3132,A61B   5/0082,A61B   5/1032,A61B   5/413,A61B   5/4244,A61B   5/6898,A61B2576/02,G06T   7/0014,G06T2207/30056;DISPOSITIF D’ÉVALUATION QUALITATIVE DE FOIES HUMAINS
FR3090211;2020-06-19;A1;Demande française;FR1872982;2018-12-14;FR1872982 (20181214);H01M   2/04,H02M   7/487;H01G   2/04,H01G   2/106,H01G  11/08,H01G  11/18,H01G  11/82,H05K   7/1432,H01M  10/625,H01M  10/6554,H01M  50/20,Y02E  60/10;Ensemble d’un bloc capacitif avec organes de retenue intégrés
FR3085592;2020-03-13;A1;Demande française;FR1871026;2018-09-12;FR1871026 (20180912);A61K   8/97,A61Q   5/00;A61K   8/06,A61K   8/44,A61K   8/442,A61K   8/602,A61K   8/737,A61K   8/922,A61Q   5/02,A61Q   5/12,A61K   8/9794;COMPOSITION COSMETIQUE CAPILLAIRE A BASE D’ALOE VERA ET D’HUILE DE NOIX DE COCO ET SON PROCEDE DE PREPARATION
FR3085597;2020-03-13;A3;Certificat d'utilité;FR1858013;2018-09-06;FR1858013 (20180906);B01D  53/04,B01J   8/04;B01D  53/04,B01D2257/302,B01D2257/404,B01D2257/504,B01D2257/702,B01D2257/708,B01D2258/06,B01D2259/40086,B01D2259/4146,B01D2259/4508,F24F   8/10,F24F   8/15,Y02C  20/40;PROCEDE DE PURIFICATION ET DE RECYCLAGE DE L'AIR INTERIEUR D'UN BATIMENT
FR3095331;2020-10-30;A1;Demande française;FR1904453;2019-04-26;FR1904453 (20190426);A61B  34/10;A61B  34/30,A61B  90/14,A61B  90/50,A61B2034/105,A61B2034/107,A61B2034/2051,A61B2034/2055,A61B2034/252,A61B2090/365,A61B2090/372,A61B2090/502;Procédé de chirurgie orthopédique assistée par ordinateur
FR3085012;2020-02-21;A1;Demande française;FR1857526;2018-08-17;FR1857526 (20180817);B25F   5/00,A01G   3/08,B25G   1/00,B25J   1/00,F16M  11/20;A01G   3/08,A01G   3/086,B25G   1/04,B27B  17/0008;ENSEMBLE COMPORTANT UN MANCHE DE PREHENSION POUR UN OUTIL DE TRAVAIL ET DES MOYENS DE LEVITATION AERODYNAMIQUE MOTORISES
FR3086985;2020-04-10;A1;Demande française;FR1859221;2018-10-04;FR1859221 (20181004);F16F   9/504,B60G  17/08;B60G  13/08,B60G2206/41,B60G2500/10,B60G2800/24,F16F   9/504,F16F   9/5126;AMORTISSEUR HYDRAULIQUE AVEC REGLAGE AUTOMATIQUE SUIVANT UNE ACCELERATION RADIALE
FR3088247;2020-05-15;A3;Certificat d'utilité;FR1860280;2018-11-08;FR1860280 (20181108);B60C  15/00,B60C   9/02,B60C  15/06;B60C  15/0054,B60C  15/06,B60C2001/005,B60C2009/045,B60C2015/0621,B60C2015/0625;PNEUMATIQUE DONT LA ZONE DU BOURRELET EST ALLEGEE
FR3090116;2020-06-19;A1;Demande française;FR1872807;2018-12-12;FR1872807 (20181212);G01R  31/392,G01R  31/382,H01M  10/44;G01R  31/3828,G01R  31/392,G01R  31/396;Procédé de détermination de l'état de santé des cellules d'une batterie
FR3090136;2020-06-19;A1;Demande française;FR1873079;2018-12-18;FR1873079 (20181218);G02B  23/02,G02B  17/06,G02B  26/10,G02B  27/64;G02B  17/06,G02B  23/06,G02B  26/105,G02B  27/646;Téléscope à champ de vue amélioré
FR3090523;2020-06-26;A1;Demande française;FR1873306;2018-12-19;FR1873306 (20181219);B60Q   3/54,B60Q   3/62,F21V   8/00;B60K  35/00,B60Q   3/44,B60Q   3/62,B60Q   3/64,B60Q   3/74,B60Q   3/82,B60K2370/336,B60K2370/34,B60K2370/345,F21S  43/237,F21S  43/243,F21S  43/26,F21S  43/315,F21S  43/40;Dispositif d'éclairage pour plafonnier de véhicule
FR3094488;2020-10-02;A3;Certificat d'utilité;FR1910819;2019-09-30;FR1910819 (20190930);G01N  29/02,F02B  47/00;G01N  29/024,G01N  29/30,G01N2291/0228;Procédé de contrôle de plausibilité d'un dispositif de mesure d’un paramètre d’un liquide contenu dans un réservoir pour véhicule automobile
FR3083139;2020-01-03;A1;Demande française;FR1855776;2018-06-27;FR1855776 (20180627);B01J  31/02,B01J  23/882,B01J  31/34,C10G  49/04;B01J  23/75,B01J  23/755,B01J  23/882,B01J  23/883,B01J  23/888,B01J  23/8885,B01J  27/1853,B01J  31/0208,B01J  31/0237,B01J  37/0203,B01J  37/0238,B01J  37/20,C10G  49/04;CATALYSEUR A BASE DE PIPERIDINONES, DE PIPERIDINEDIONES ET/OU D'AZEPANONES ET SON UTILISATION DANS UN PROCEDE D'HYDROTRAITEMENT ET/OU D'HYDROCRAQUAGE
FR3083171;2020-01-03;A1;Demande française;FR1855761;2018-06-27;FR1855761 (20180627);B60K   6/26,B60K   6/38,B60K   6/40;B60K   6/387,B60K   6/48,B60K2006/4825,F16D   1/092,F16D  21/06,F16D  25/0638,F16D  25/10,F16D  25/12,F16D  25/123,F16D2021/0661,Y02T  10/62;DISPOSITIF DE TRANSMISSION POUR VEHICULE HYBRIDE
FR3086973;2020-04-10;A1;Demande française;FR1859232;2018-10-05;FR1859232 (20181005);F01N   5/02,F24H   3/00;F01N   3/2006,F01N   3/2013,F01N  13/16,F01N  13/1805,F01N2240/16,Y02T  10/12,Y02A  50/20,F01N   3/2013;DISPOSITIF DE CHAUFFAGE DE GAZ D'ECHAPPEMENT, NOTAMMENT POUR UN MOTEUR A COMBUSTION, COMPRENANT UNE GRILLE PARCOURUE PAR DU COURANT ELECTRIQUE
FR3090418;2020-06-26;A1;Demande française;FR1874129;2018-12-24;FR1874129 (20181224);B05B  11/02,A45D  34/02;B05B  11/0044,B05B  11/3033,B05B  11/3035,B05B  11/3061,B05B  11/3069;Pompe distribuant un produit cosmétique comprenant de multiples clapets
FR3090512;2020-06-26;A1;Demande française;FR1914475;2019-12-16;JP2018-239449 (20181221);B60K  17/04,B60K   5/12,F16H  57/00;B60K   6/26,B60K   6/36,B60K   6/40,B60K   6/405,B60K   5/12,B60K   6/36,B60K   6/405,B60K   6/48,B60K   6/547,B60K  11/02,B60K  17/04,B60K  17/06,B60K2001/006,B60K2006/4808,B60K2006/4833,F16H   3/089,F16H  57/00,F16H  57/028,F16H2003/0822,F16H2057/0012,F16H2057/02034,F16H2057/02043,F16H2200/0052,Y02T  10/62;Dispositif d'entrainement pour véhicule hybride
FR3087187;2020-04-17;A1;Demande française;FR1859567;2018-10-16;FR1859567 (20181016);B63B  35/44,B63B   1/12,F03D  13/25;B63B2035/446,B63B  75/00;FLOTTEUR SEMI-SUBMERSIBLE NOTAMMENT D'EOLIENNE OFFSHORE COMPORTANT UNE PIECE DE FIXATION
FR3089535;2020-06-12;A1;Demande française;FR1872331;2018-12-05;FR1872331 (20181205);E04F  21/02;E04F  21/162;TRUELLE CRANTEE
FR3090762;2020-06-26;A1;Demande française;FR1873856;2018-12-21;FR1873856 (20181221);F16B   2/08,F16L   3/137;F16B   2/08,F16L   1/20,F16L   3/233,F16L   3/1211,F16L   3/137;Dispositif pour arrimer un élément sur un conduit, système d’arrimage, installation et procédé de mise en œuvre
FR3092398;2020-08-07;A1;Demande française;FR1900968;2019-01-31;FR1900968 (20190131);G01N  23/04;G01N2223/1016,G01N2223/32,G01N2223/612,G01N  23/041;Procédés et systèmes pour l’imagerie de contraste phase
FR3092415;2020-08-07;A1;Demande française;FR1900953;2019-01-31;FR1900953 (20190131);G06F   3/01,G06F   3/0488;B60K  35/00,B60K  37/06,B60K2370/1438,B60K2370/158,G06F   3/016,G06F   3/0416,G06F   3/04886;Procédé de génération d’un retour sensitif pour une interface et interface associée
FR3093990;2020-09-25;A1;Demande française;FR1902942;2019-03-21;FR1902942 (20190321);B63B  13/00,B63B   1/30;B63B   1/30,B63B  13/00;Dispositif d’assèchement de puits de foils
FR3091724;2020-07-17;A1;Demande française;FR1900349;2019-01-15;FR1900349 (20190115);F01D   5/28,F04D  29/02,F04D  29/32,F04D  29/38;B64C  11/26,D03D  11/02,D03D  25/005,D10B2505/02,F01D   5/282,F04D  29/324,F05D2300/603,Y02T  50/60;Aube ou Pale d'hélice composite pour aéronef intégrant une mousse de conformation
FR3091791;2020-07-17;A1;Demande française;FR1860652;2018-11-16;FR1860652 (20181116);H01M  10/6569,H01M  10/613,H05K   7/20;F28D   1/035,F28F   3/12,H01L  23/427,H01M2220/20,H05K   7/20236,H01M  10/613,H01M  10/625,H01M  10/6556,H01M  10/6569,H01M  50/20,Y02E  60/10;DISPOSITIF DE TRAITEMENT THERMIQUE D’UN ELEMENT ELECTRIQUE SUSCEPTIBLE DE CHAUFFER ET PROCEDE METTANT EN ŒUVRE LE DISPOSITIF DE TRAITEMENT THERMIQUE
FR3091822;2020-07-24;A1;Demande française;FR1900415;2019-01-17;FR1900415 (20190117);A61M  16/00,A61M  16/16;A61M  11/00,A61M  16/0066,A61M  16/0069,A61M  16/024,A61M  16/0883,A61M  16/107,A61M  16/109,A61M  16/16,A61M  16/20,A61M  16/205,A61M  16/208,A61M2016/0027,A61M2016/0033,A61M2202/0208,A61M2205/35,A61M2205/502,A61M2205/7545,A61M2205/8206,A61M2209/084;Ensemble de ventilation contrôlée à valve de patient
FR3092210;2020-07-31;A1;Demande française;FR1900761;2019-01-29;FR1900761 (20190129);H02J   7/14,B60K   1/00,H02P 101/45;B60L2240/545,B60R  16/03,B60L  50/61,B60L  58/12,B60L  58/20,H02J   7/0013,H02J   7/1423,H02J   7/1438,H02J   7/1469,Y02T  10/62,Y02T  10/70;PROCEDE DE GESTION DE L’ALIMENTATION DE DEUX RESEAUX ELECTRIQUES D’UN VEHICULE AUTOMOBILE CONNECTES ENTRE EUX
FR3092260;2020-08-07;A1;Demande française;FR1901148;2019-02-05;FR1901148 (20190205);B01D  53/62,B01D  53/14;B01D  39/04,B01D  53/025,B01D  53/62,B01D2239/045,B01D2251/304,B01D2251/306,B01D2251/402,B01D2251/404,B01D2251/406,B01D2251/408,B01D2251/604,B01D2253/102,B01D2253/104,B01D2253/106,B01D2253/112,B01D2253/202,B01D2257/504,B01D2258/06,B01J  20/041,B01J  20/043,B01J  20/08,B01J  20/103,B01J  20/20,B01J  20/24,B01J  20/28011,B01J  20/28045,Y02C  20/40;Dispositif d’absorption du CO2 adapté à l’utilisation par le grand public
FR3092363;2020-08-07;A1;Demande française;FR1901101;2019-01-31;FR1901101 (20190131);F01N   3/04;F01N   3/037,F01N   3/04,F01N  13/00,F01N2240/06,F01N2240/20,F01N2290/04,F01N2290/06,F01N2470/00,Y02T  10/12;Dispositif pour l’élimination de particules dans les gaz d’échappement des moteurs à combustion interne
FR3092612;2020-08-14;A1;Demande française;FR1901391;2019-02-12;FR1901391 (20190212);F01D   5/32,F01D   9/04,F01D  25/12;F01D   5/081,F01D   5/087,F01D   5/3007,F01D   5/3015,F01D  11/006,F05D2260/20,F05D2260/201,Y02T  50/60;Système de refroidissement d’anneau de retenue axiale d’aubes de turbine pour turbomachine d’aéronef
FR3092693;2020-08-14;A1;Demande française;FR1901290;2019-02-08;FR1901290 (20190208);G08B  13/00,G05B  19/02;G08B  13/126;Dispositif d’alarme pour un automate pour détecter la découpe d’une enveloppe de l’automate, automate associé, et procédé de surveillance associé
FR3092864;2020-08-21;A1;Demande française;FR1901639;2019-02-19;FR1901639 (20190219);F01D   5/14,F01D   5/30;F01D   5/225,Y02T  50/60;AUBE MOBILE POUR UNE ROUE D’UNE TURBOMACHINE
FR3093324;2020-09-04;A1;Demande française;FR1901414;2019-02-12;FR1901414 (20190212);B64D   1/18,B64C  39/02,G08B  17/10;B64C  39/024,B64C2201/12,G08B  29/145;DRONE A FUMIGENE POUR CONTROLE DE DETECTEUR D'INCENDIE
FR3093652;2020-09-18;A1;Demande française;FR1902570;2019-03-13;FR1902570 (20190313);B01D  53/78,B01D  47/06,B01D  53/50,B63H  21/32,F01N   3/04;B01D  53/18,B01D  53/504,B01D  53/78,B01D2251/304,B01D2251/402,B01D2251/404,B01D2251/602,B01D2251/604,B01D2252/1035,B01D2257/302,B01D2259/4575;Installation d’épuration par voie humide de fumées d’échappement d’un moteur d’un navire marin
FR3096677;2020-12-04;A1;Demande française;FR1905564;2019-05-27;FR1905564 (20190527);C02F   3/34,A61L   9/16,C02F   3/30;B01D  53/84,B01D2251/95,B01D2258/06,C02F   3/107,C02F   3/108,C02F   3/32,C02F   3/322,C02F   3/347,Y02W  10/10,Y02A  50/20;Dispositif pour le traitement d’effluents gazeux et/ou de liquides comprenant des microorganismes unicellulaires particuliers
FR3097193;2020-12-18;A1;Demande française;FR1906417;2019-06-14;FR1906417 (20190614);B63B   3/08,B63B   7/04,B63B  35/34,B63B  35/40,B63H  21/17;B63B   1/121,B63B   1/125,B63B   1/14,B63B2021/003,B63B2035/4453,B63B2209/18,B63B2221/16,B63B2241/26,B63C   1/02,B63C  13/00,B63H  21/17,B63H2021/171,B63J2003/043,Y02T  70/5236;Engin marin
FR3087272;2020-04-17;A1;Demande française;FR1801069;2018-10-10;FR1801069 (20181010);G01N  33/28;G01N   1/2226,G01N   1/38,G01N  33/28,G01N2001/2229;DISPOSITIF DE CHAMBRE D'ANALYSE POUR CAPTEUR OLFACTIF
FR3089422;2020-06-12;A1;Demande française;FR1913927;2019-12-09;BE201805868 (20181210);A61M  35/00,A61K   9/00,A61K  31/00,A61P  17/00,A61Q   3/00;A61M  35/003,B65D2251/0015,B65D2251/0056,B65D2251/0093,A61M  35/003;DISPOSITIF MÉDICAL POUR TRAITEMENTS TOPIQUES
FR3091810;2020-07-24;A3;Certificat d'utilité;FR1901086;2019-02-05;DE20 2019 100 331.6 (20190122);A46B   9/00;A46B   3/16,A46B   9/023,A46B   9/06,A46B   9/00;STRUCTURE DE TAMPON DE REPIQUAGE DE POILS DE BROSSE à CHEVEUX
FR3092089;2020-07-31;A1;Demande française;FR1900633;2019-01-24;FR1900633 (20190124);B65B  37/02,E04G  21/02;B28C   7/161,B65D2590/664,E04G  21/025;MÉCANISME AUTOMATISÉ DE VIDAGE D’UN ENSEMBLE DE STOCKAGE AVEC FERMETURE MANUELLE DE SÉCURITÉ
FR3092435;2020-08-07;A1;Demande française;FR1901041;2019-02-04;FR1901041 (20190204);H01L  21/02;H01L  21/67288,H01L  21/6838;Four d’oxydation latérale de VCSEL avec correction de la courbure d’arc du substrat
FR3093847;2020-09-18;A1;Demande française;FR1902562;2019-03-13;FR1902562 (20190313);G06N   3/08,B60W  40/06,G06T   3/40;G06K   9/00798;ENTRAÎNEMENT D’UN RÉSEAU DE NEURONES, POUR L’ASSISTANCE À LA CONDUITE D’UN VÉHICULE PAR DÉTERMINATION DE DÉLIMITATIONS DIFFICILEMENT OBSERVABLES
FR3093915;2020-09-25;A1;Demande française;FR1902959;2019-03-21;FR1902959 (20190321);A61G   1/013,A61G   1/02;A61G   1/013,A61G   1/0212,A61G   1/0225,A61G   1/0237,A61G   1/0281;Dispositif pour un brancard de sauvetage tous terrains pour l’extraction rapide d’une victime en position horizontale
FR3096215;2020-11-20;A1;Demande française;FR1906777;2019-06-24;FR1906777 (20190624);H04W  64/00,H04W   4/80,H04W  40/20,H04W  52/02;H04W  64/00,H04W   4/30,H04W   4/70,H04W   4/80;Procédé de communication d’une estimation de la localisation d’au moins une borne radio à un objet connecté
FR3086605;2020-04-03;A1;Demande française;FR1858969;2018-09-28;FR1858969 (20180928);B60N   2/66,B60N   2/90;B60N   2/914,B60N   2/99;SIEGE POUR VEHICULE AUTOMOBILE
FR3087692;2020-05-01;A1;Demande française;FR1860031;2018-10-30;FR1860031 (20181030);B25J  11/00,A01G   5/02;A01G   5/02,B65B  13/08,B65B  13/186,B65B  13/20,B65B  13/28,B65B  25/023,B65D  85/505;DISPOSITIF RELATIF A UN POSTE DE TRAVAIL POUR LA PREPARATION D'EMBALLAGES DE COMPOSITION FLORALES ET/OU VEGETALES
FR3091966;2020-07-31;A1;Demande française;FR1900788;2019-01-29;FR1900788 (20190129);A01D  90/16,A01D  46/00;A01D  46/20;Véhicule automoteur avec système de compensation
FR3090950;2020-06-26;A1;Demande française;FR1873584;2018-12-20;FR1873584 (20181220);G06K   9/00,B23Q  15/22,G05B  19/418,G06T   7/00;G06K   9/00671,G06K   9/00771,G06K   9/6211,G06T2200/24,G06T2207/30164,G06T2207/30204,G06T2207/30244,G06T   7/73;Système de visualisation d’un espace de contrôle par rajout de frontières graphiques au niveau d’une image prise par une caméra
FR3091457;2020-07-03;A1;Demande française;FR1874325;2018-12-28;FR1874325 (20181228);H05K   5/03,G08B  25/10,H01L  31/0203;G08B  21/043,G08B  21/0469;Boitier de détection comprenant deux détecteurs de mouvement pour la surveillance de personnes
FR3092424;2020-08-07;A1;Demande française;FR1900991;2019-02-01;FR1900991 (20190201);G06Q  30/04,G06Q  50/34;G07F  17/3211,G07F  17/322,G07F  17/3293;Système de gestion de jeux parallèles
FR3092905;2020-08-21;A1;Demande française;FR1901702;2019-02-20;FR1901702 (20190220);F25B  30/00,F24H   9/02;F25B  30/02,F25B2339/047;Pompe à chaleur extérieure à isolation acoustique tubulaire
FR3093683;2020-09-18;A1;Demande française;FR2002365;2020-03-10;DE10 2019 203 314.8 (20190312);B60R  16/02,G05B  23/02;B60L   3/0084,B60L   3/12,B60L2200/44,G01R  31/006,G01R  31/11,G05B  19/042,G05B  23/0256,G05B2219/2637,G01R  31/52,G01R  31/54,Y02P  90/60;Appareil de commande et procédé de gestion d’un appareil de commande
FR3095580;2020-11-06;A1;Demande française;FR1904570;2019-04-30;FR1904570 (20190430);A47B  87/00,F16B  12/10;A47B  87/007,A47B  91/00,E05D   7/123,E05Y2600/53,E05Y2900/20,F16B  12/26;SYSTEME D'ATTACHE CLIPSABLE ET MOBILIER LE COMPRENANT
FR3083674;2020-01-17;A1;Demande française;FR1800728;2018-07-10;FR1800728 (20180710);A45D  40/00;A45D  34/04,A45D  40/20,A45D  40/26,A45D2200/1036;DISTRIBUTEUR D'APPLICATEURS
FR3085535;2020-03-06;A1;Demande française;FR1904117;2019-04-17;FR1904117 (20190417);H01L  21/20;H01L  21/02565,H01L  21/02579,H01L  21/02617,C01G  15/00,C30B  25/16,C30B  25/18,C30B  29/16,H01L  21/02538,H01L  21/02579;Procédé de fabrication d’oxyde de gallium de type p par dopage intrinsèque, le film mince obtenu d’oxyde de gallium et son utilisation
FR3089244;2020-06-05;A1;Demande française;FR1872114;2018-11-30;FR1872114 (20181130);E06B   3/66,B01D  35/02,B01D  53/72,E04C   2/54,E06B   7/02;E06B   3/66,E06B   7/02,E06B2007/023,E06B2007/026,F24F   7/013;système pour la purification d’air
FR3091605;2020-07-10;A1;Demande française;FR1900084;2019-01-04;FR1900084 (20190104);G06F   3/033;G06F   3/03543;Equipement pour un périphérique d'ordinateur
FR3092061;2020-07-31;A1;Demande française;FR1900783;2019-01-29;FR1900783 (20190129);B61D  17/02,B61D  17/12;B61D  17/02,B61D  17/12,Y02T  30/00;Système de déflection d’air et voiture d’extrémité d’un véhicule comprenant un tel système de déflection d’air
FR3096729;2020-12-04;A1;Demande française;FR1905733;2019-05-29;FR1905733 (20190529);F01D   5/10,F01D   5/26,F01D  25/04,F02K   3/04,F04D  29/66;F01D   5/16,F01D   5/22,F01D   5/26,F04D  29/321,F04D  29/322,F04D  29/668,F05D2220/36;Ensemble pour turbomachine
FR3094493;2020-10-02;A1;Demande française;FR1903453;2019-04-01;FR1903453 (20190401);G01N  33/543;G01N  33/6896;Procédé de détection ou de suivi de l’évolution d’une maladie chronique auto-immune par dosage immunologique
FR3094676;2020-10-09;A1;Demande française;FR1903516;2019-04-02;FR1903516 (20190402);B60K  15/10,B60K  13/02,B60K  15/035,F02M  25/08;B01D   5/0027,B60K  13/04,B60K  15/035,B60K  15/03519,B60K2015/03514;Dispositif limitant la pollution atmosphérique générée par l’évaporation dans l’atmosphère du carburant contenu dans un réservoir
FR3094811;2020-10-09;A1;Demande française;FR1903490;2019-04-02;FR1903490 (20190402);G06F   3/01;B64D  43/00,G06F   3/0412,G06F   3/04886,G06F   3/0236,G06F   3/04842,G06F   3/04883,G06F   3/04886,G08G   5/0021,G08G   5/0052,G06F   3/016,G06F   3/04883;DISPOSITIF D'AFFICHAGE, SYSTÈME D'AFFICHAGE COMPRENANT UN TEL DISPOSITIF, PROCÉDÉ D'AFFICHAGE ET PROGRAMME D'ORDINATEUR ASSOCIÉS
FR3095325;2020-10-30;A1;Demande française;FR1904321;2019-04-24;FR1904321 (20190424);A45D  40/00,A45D  34/02;A45D  40/0087,A45D  40/0087,A45D2200/05,A45D2200/10;DISPOSITIF D’ECHANTILLONNAGE DE PARFUM
